zinc_ribbon_9	TCONS_00000029	110449	110544	0
zf-RING_2	TCONS_00000029	111151	111279	0
zinc_ribbon_9	TCONS_00000030	110449	110544	0
zf-RING_2	TCONS_00000030	111151	111279	0
zinc_ribbon_9	TCONS_00000031	110449	110544	0
zf-RING_2	TCONS_00000031	111151	111279	0
Pkinase	TCONS_00000059	144789	145621	0
Pkinase	TCONS_00000072	143800	145621	0
Pkinase	TCONS_00000073	145089	145621	0
Pkinase	TCONS_00000076	142622	145621	0
Pkinase	TCONS_00000081	144792	145621	0
Pkinase_Tyr	TCONS_00000082	143660	145627	0
Pkinase	TCONS_00000086	144801	145621	0
Pkinase_Tyr	TCONS_00000087	143660	145238	0
Pkinase_Tyr	TCONS_00000089	143660	145627	0
Cpn60_TCP1	TCONS_00000095	156887	159874	0
Cpn60_TCP1	TCONS_00000096	156887	157577	0
Cpn60_TCP1	TCONS_00000096	156560	158245	0
Cpn60_TCP1	TCONS_00000099	156887	159874	0
RNA_pol_Rpc34	TCONS_00000142	212627	212947	0
Neprosin_AP	TCONS_00000157	221769	223025	0
Neprosin	TCONS_00000157	223062	224570	0
Neprosin_AP	TCONS_00000158	222441	223025	0
Neprosin	TCONS_00000158	223062	223308	0
Neprosin	TCONS_00000158	222438	223121	0
Peptidase_C2	TCONS_00000168	242873	243689	0
Calpain_III	TCONS_00000168	243723	244233	0
Laminin_G_3	TCONS_00000168	243175	243794	0
Peptidase_C2	TCONS_00000168	244225	244760	0
EFP_N	TCONS_00000178	275891	276975	0
EFP	TCONS_00000178	277544	278180	0
Elong-fact-P_C	TCONS_00000178	278226	279776	0
Tubulin	TCONS_00000211	300531	301924	0
Tubulin_C	TCONS_00000211	302072	302665	0
Tubulin	TCONS_00000218	301352	301924	0
Tubulin_C	TCONS_00000218	302072	302665	0
Pept_tRNA_hydro	TCONS_00000238	335540	337240	0
Pept_tRNA_hydro	TCONS_00000240	335675	337240	0
RRM_1	TCONS_00000264	436724	438334	0
RRM_1	TCONS_00000266	436724	438334	0
RRM_1	TCONS_00000303	439549	439758	0
ACAS_N	TCONS_00000314	462836	463120	0
AMP-binding	TCONS_00000314	463142	466239	0
ACAS_N	TCONS_00000318	462836	463120	0
AMP-binding	TCONS_00000318	463142	466239	0
ACAS_N	TCONS_00000328	462836	463120	0
AMP-binding	TCONS_00000328	461757	463195	0
ACAS_N	TCONS_00000336	462836	463120	0
AMP-binding	TCONS_00000336	461742	464669	0
F-box	TCONS_00000343	493302	493424	0
Kelch_1	TCONS_00000343	493626	493748	0
Kelch_1	TCONS_00000343	493755	493892	0
F-box	TCONS_00000344	493302	493424	0
Kelch_1	TCONS_00000344	493755	493892	0
DEAD	TCONS_00000360	530355	531117	0
Helicase_C	TCONS_00000360	531220	532800	0
DEAD	TCONS_00000360	532735	533037	0
DEAD	TCONS_00000362	529254	531117	0
Helicase_C	TCONS_00000362	531220	532800	0
DEAD	TCONS_00000365	529254	531117	0
Helicase_C	TCONS_00000365	531220	532800	0
DEAD	TCONS_00000366	529254	531117	0
Helicase_C	TCONS_00000366	531220	532800	0
Dirigent	TCONS_00000386	600196	601946	0
Dirigent	TCONS_00000387	600196	600624	0
Pkinase_fungal	TCONS_00000398	632357	634938	0
Pkinase	TCONS_00000398	633413	635323	0
Noc2	TCONS_00000488	870526	872329	0
Noc2	TCONS_00000490	870526	872329	0
Noc2	TCONS_00000491	870526	872329	0
adh_short_C2	TCONS_00000503	919207	920257	0
adh_short_C2	TCONS_00000504	919207	921501	0
adh_short_C2	TCONS_00000505	920235	921501	0
adh_short_C2	TCONS_00000505	919207	920165	0
Peptidase_S15	TCONS_00000513	939323	940794	0
UPF0061	TCONS_00000517	947978	950933	0
BPL_LplA_LipB	TCONS_00000520	953142	953468	0
EIN3	TCONS_00000566	1164617	1165360	0
Cupin_8	TCONS_00000581	1177450	1179497	0
Histone	TCONS_00000592	1208075	1208470	0
Complex1_LYR	TCONS_00000613	1298694	1298876	0
Complex1_LYR	TCONS_00000615	1298694	1298876	0
Complex1_LYR	TCONS_00000617	1298694	1298876	0
Complex1_LYR	TCONS_00000618	1298694	1298876	0
PRELI	TCONS_00000625	1351728	1352216	0
PRELI	TCONS_00000629	1351728	1352216	0
Pkinase	TCONS_00000634	1364403	1367253	0
Pkinase	TCONS_00000637	1366008	1367253	0
Pkinase	TCONS_00000642	1364403	1367253	0
Zip	TCONS_00000649	1375117	1378172	0
HMA	TCONS_00000651	1400976	1401430	0
HMA	TCONS_00000651	1401473	1401652	0
E1-E2_ATPase	TCONS_00000651	1402507	1403706	0
Hydrolase	TCONS_00000651	1404008	1405412	0
E1-E2_ATPase	TCONS_00000660	1402507	1404429	0
Hydrolase	TCONS_00000660	1402908	1405412	0
HMA	TCONS_00000660	1401819	1401983	0
HMA	TCONS_00000660	1402267	1402395	0
HMA	TCONS_00000664	1400976	1401430	0
HMA	TCONS_00000664	1401473	1401652	0
E1-E2_ATPase	TCONS_00000664	1402507	1403706	0
Hydrolase	TCONS_00000664	1404008	1405412	0
Myb_DNA-bind_4	TCONS_00000669	1411237	1411614	0
Mito_carr	TCONS_00000673	1416399	1416779	0
Mito_carr	TCONS_00000673	1416798	1417085	0
Mito_carr	TCONS_00000673	1417195	1417455	0
zf-RING_2	TCONS_00000676	1426965	1428101	0
zf-RING_2	TCONS_00000683	1426965	1428101	0
bZIP_2	TCONS_00000703	1524708	1524851	0
bZIP_2	TCONS_00000705	1524708	1524851	0
zf-CCCH	TCONS_00000718	1543243	1543308	0
RRM_1	TCONS_00000718	1543744	1543981	0
zf-CCCH	TCONS_00000719	1543243	1543308	0
RRM_1	TCONS_00000719	1543744	1543981	0
zf-CCCH	TCONS_00000720	1543243	1543308	0
RRM_1	TCONS_00000720	1543744	1543981	0
zf-CCCH	TCONS_00000721	1543243	1543308	0
RRM_1	TCONS_00000721	1543744	1543981	0
zf-CCCH	TCONS_00000724	1543243	1543308	0
RRM_1	TCONS_00000724	1543744	1543981	0
zf-CCCH	TCONS_00000726	1543243	1543308	0
RRM_1	TCONS_00000726	1543744	1543981	0
Yae1_N	TCONS_00000812	1802921	1803034	0
Annexin	TCONS_00000830	1851077	1851383	0
Annexin	TCONS_00000830	1851471	1851749	0
Annexin	TCONS_00000830	1851943	1852095	0
F-box-like	TCONS_00000895	1892391	1893357	0
Sina	TCONS_00000903	1930498	1931461	0
Glyco_hydro_2_N	TCONS_00000943	2042073	2043327	0
Glyco_hydro_2	TCONS_00000943	2043430	2044734	0
Glyco_hydro_2_C	TCONS_00000943	2044753	2046790	0
DUF4981	TCONS_00000943	2046812	2047178	0
Bgal_small_N	TCONS_00000943	2047376	2049522	0
Bgal_small_N	TCONS_00000944	2048416	2049522	0
Transglut_core2	TCONS_00000954	2056296	2056970	0
TAXi_N	TCONS_00000992	2103429	2104233	0
TAXi_C	TCONS_00000992	2104300	2105322	0
Arm	TCONS_00000998	2110982	2111083	0
Myb_DNA-bind_4	TCONS_00001003	2119853	2120131	0
Myb_DNA-bind_4	TCONS_00001004	2119853	2120110	0
Myb_DNA-bind_4	TCONS_00001005	2119853	2120047	0
Thioredoxin	TCONS_00001006	2124051	2126194	0
NUDIX	TCONS_00001026	2161800	2163620	0
bZIP_1	TCONS_00001057	2199857	2201254	0
DOG1	TCONS_00001057	2201748	2203309	0
bZIP_1	TCONS_00001061	2199857	2201254	0
DOG1	TCONS_00001061	2201748	2203309	0
zf-C2H2_2	TCONS_00001075	2231792	2232662	0
Methyltransf_25	TCONS_00001075	2233318	2234610	0
RNase_T	TCONS_00001085	2284421	2286008	0
RNase_T	TCONS_00001090	2284421	2286008	0
RNase_T	TCONS_00001094	2284421	2286008	0
Mannosyl_trans	TCONS_00001098	2319888	2321846	0
